Protein,phi_calib
YGR254W,0.002248045
YGR261C,7.58372E-05
YGR262C,3.0449E-05
YGR264C,0.00069036
YGR266W,0.00012942
YGR267C,0.000160239
YGR268C,2.63669E-05
YGR270W,2.15726E-05
YGR271W,3.22984E-05
YGR275W,7.8238E-05
YGR276C,1.16985E-05
YGR277C,0.000137273
YGR279C,0.000303469
YGR280C,0.000107791
YGR282C,0.000863987
YGR284C,0.000134985
YGR285C,0.000868734
YHL001W,0.000714648
YHL002W,7.60275E-05
YHL007C,4.99393E-05
YHL009C,6.97711E-07
YHL011C,0.000443383
YHL014C,4.27317E-06
YHL015W,0.00729147
YHL021C,0.000106415
YHL025W,1.37453E-06
YHL030W,8.9492E-05
YHL031C,0.000156743
YHL033C,0.001269131
YHL034C,0.001030996
YHL039W,9.74033E-05
YHR001W,0.000161726
YHR001W-A,1.12619E-05
YHR003C,4.81967E-05
YHR005C-A,7.73572E-05
YHR007C,0.000320107
YHR008C,0.0004489
YHR009C,0.000110605
YHR010W,0.000460616
YHR012W,0.000122104
YHR019C,0.001029377
YHR020W,0.000968951
YHR023W,2.536E-05
YHR024C,9.79364E-05
YHR025W,0.000673675
YHR027C,0.000316755
YHR028C,8.68907E-05
YHR029C,0.000146479
YHR030C,2.37732E-05
YHR034C,4.42777E-05
YHR037W,0.000117041
YHR038W,4.49519E-05
YHR039C,0.000142238
YHR039C-A,0.000612279
YHR041C,0.000151236
YHR042W,0.000379086
YHR046C,9.17139E-05
YHR047C,0.000247177
YHR049W,0.000278484
YHR051W,0.000226038
YHR052W,0.000186741
YHR056C,2.82976E-05
YHR057C,3.97823E-05
YHR058C,4.07855E-05
YHR060W,8.7209E-05
YHR062C,5.79056E-05
YHR063C,0.000248701
YHR064C,0.001559697
YHR065C,0.000258324
YHR066W,0
YHR068W,0.000812208
YHR069C,5.17105E-05
YHR070W,8.27423E-05
YHR072W-A,0.0001992
YHR073W,2.13327E-05
YHR074W,0.000117599
YHR076W,7.80436E-05
YHR077C,0
YHR081W,9.59344E-05
YHR085W,2.41298E-05
YHR087W,0.000126308
YHR088W,0.000159527
YHR089C,0.000242414
YHR098C,0.000155966
YHR104W,0.000257457
YHR106W,0.000187453
YHR107C,0.000331534
YHR108W,0.00014357
YHR110W,3.45747E-05
YHR111W,7.31628E-05
YHR112C,8.52575E-05
YHR113W,0.000105447
YHR114W,8.45064E-05
YHR117W,9.47009E-05
YHR118C,2.28479E-05
YHR121W,0.000189688
YHR122W,5.18363E-05
YHR123W,6.12941E-05
YHR127W,7.79272E-05
YHR128W,0.000749724
YHR132C,0.000175021
YHR132W-A,6.48484E-05
YHR135C,8.44459E-05
YHR137W,0.000622185
YHR138C,4.66002E-05
YHR143W-A,0.000422677
YHR144C,0.000193455
YHR146W,0.000254178
YHR148W,0.000225822
YHR152W,1.0099E-05
YHR158C,8.16412E-05
YHR161C,4.67876E-05
YHR162W,3.5218E-05
YHR163W,0.000379624
YHR167W,9.95261E-05
YHR169W,0.000135132
YHR170W,0.000371235
YHR174W,0.01259535
YHR179W,0.002688246
YHR183W,0.001868235
YHR187W,5.91539E-05
YHR188C,0.000205718
YHR190W,0.000295775
YHR191C,4.96551E-05
YHR193C,0.00196489
YHR196W,0.000212654
YHR198C,4.80501E-05
YHR199C,0.000197673
YHR200W,0.000333285
YHR201C,0.000209406
YHR202W,3.95935E-05
YHR208W,0.001363988
YHR216W,0.000209638
YIL005W,9.86222E-05
YIL007C,1.8643E-05
YIL009W,2.28002E-05
YIL010W,0.000199056
YIL014W,3.72839E-05
